strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	lineage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
ON745215	ON745215	ON745215.1	INMI-Pt2	2022-05-19	Europe	Italy			Homo sapiens	2022-06-13		Giombini et al		hMPXV-1	B.1	113.0	606.0	1.0	good	good	good	good	good		False	Giombini,E., Gruber,C.E.M., Rueca,M., Gramigna,G., VIta,S., Carletti,F., D'Abramo,A., Lapa,D., Puro,V., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Specchiarello,E., Vairo,F., Vaia,F., Garbuglia,A.R., Nicastri,E., Antinori,A., GIrardi,E., Maggi,F.	
ON954773	ON954773	ON954773.1	MPXV_USA_2022_CA002	2022-05-XX	North America	USA	California		Homo sapiens	2022-07-09		Gigante et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ventura,J., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	
ON649716	ON649716	ON649716.1	Monkeypox/PT0016/2022	2022-05-23	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	4291.0	588.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON745225	ON745225	ON745225.1	MpxV/Spain/MD-HGUGM-66649483/2022	2022-05-27	Europe	Spain			Homo sapiens	2022-06-13		Buenestado-Serrano et al		hMPXV-1	B.1	1769.0	597.0	0.0	good	good	good	good	good		False	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	
ON813254	ON813254	ON813254.2	MPXV/Germany/2022/RKI057	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	186.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	
ON959135	ON959135	ON959135.1	MPXV_USA_2022_NY004	2022-05-XX	North America	USA	New York		Homo sapiens	2022-07-11		Gigante et al		hMPXV-1	B.1	0.0	611.0	0.0	good	good	good	good	good		False	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	
ON751962	ON751962	ON751962.1	Monkeypox/BR0001/2022	2022-06-07	South America	Brazil			Homo sapiens	2022-06-13		Claro et al		hMPXV-1	B.1	669.0	601.0	0.0	good	good	good	good	good		False	Claro,I.M., de Lima,E.L., Romano,C.M., Candido,D.S., Lindoso,J.A.L., Barra,L.A.C., Borges,L.M.S., Medeiros,L.A., Tomishige,M.Y.S., Ramundo,M.S., Moutinho,T., da Silva,A.J.D., Rodrigues,C.C.M., de Azevedo,L.C.F., Villas-Boas,L.S., da Silva,C.A.M., Coletti,T.M., O'Toole,A., Quick,J., Loman,N., Rambaut,A., Faria,N.R., Figueiredo-Mello,C., Sabino,E.C.	
ON959136	ON959136	ON959136.1	MPXV_USA_2022_NY005	2022-06-XX	North America	USA	New York		Homo sapiens	2022-07-11		Gigante et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	
ON813256	ON813256	ON813256.2	MPXV/Germany/2022/RKI059	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	105.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	
ON959149	ON959149	ON959149.1	MPXV/Germany/2022/RKI140	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	1.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON619838	ON619838	ON619838.2	MPXV_UK_2022_4	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		hMPXV-1	B.1	83.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
ON959152	ON959152	ON959152.1	MPXV/Germany/2022/RKI139	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON754985	ON754985	ON754985.1	MPXV_SI2022_S4	2022-06-XX	Europe	Slovenia			Homo sapiens	2022-06-14		Zakotnik et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	
ON959153	ON959153	ON959153.1	MPXV/Germany/2022/RKI165	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON754984	ON754984	ON754984.1	MPXV_SI2022_S3	2022-06-XX	Europe	Slovenia			Homo sapiens	2022-06-14		Zakotnik et al		hMPXV-1	B.1	130.0	609.0	0.0	good	good	good	good	good		False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	
ON959155	ON959155	ON959155.1	MPXV/Germany/2022/RKI138	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON813258	ON813258	ON813258.2	MPXV/Germany/2022/RKI054	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	117.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959157	ON959157	ON959157.1	MPXV/Germany/2022/RKI142	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	3.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649718	ON649718	ON649718.1	Monkeypox/PT0018/2022	2022-05-20	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	53.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON959159	ON959159	ON959159.1	MPXV/Germany/2022/RKI144	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959161	ON959161	ON959161.1	MPXV/Germany/2022/RKI147	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON813262	ON813262	ON813262.2	MPXV/Germany/2022/RKI062	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	151.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON813263	ON813263	ON813263.2	MPXV/Germany/2022/RKI063	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	95.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959163	ON959163	ON959163.1	MPXV/Germany/2022/RKI149	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959165	ON959165	ON959165.1	MPXV/Germany/2022/RKI151	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON754987	ON754987	ON754987.1	MPXV_SI2022_S1_VEROE6	2022-05-23	Europe	Slovenia			Homo sapiens	2022-06-14		Zakotnik et al		hMPXV-1	B.1	0.0	610.0	0.0	good	good	good	good	good		False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	
ON585037	ON585037	ON585037.1	Monkeypox/PT0005/2022	2022-05-15	Europe	Portugal			Homo sapiens	2022-05-24		Isidro et al		hMPXV-1	B.1	306.0	604.0	0.0	good	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON959168	ON959168	ON959168.1	MPXV/Germany/2022/RKI154	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON813266	ON813266	ON813266.2	MPXV/Germany/2022/RKI056	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	164.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON755039	ON755039	ON755039.1	MPXV_IRBA22-11	2022-05-19	Europe	France			Homo sapiens	2022-06-14		Jarjaval et al		hMPXV-1	B.1	0.0	600.0	0.0	good	good	good	good	good		False	Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O.	
ON813267	ON813267	ON813267.2	MPXV/Germany/2022/RKI067	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	104.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959172	ON959172	ON959172.1	MPXV/Germany/2022/RKI158	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	6.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON838178	ON838178	ON838178.1	SI2022_S7	2022-06-XX	Europe	Slovenia			Homo sapiens	2022-06-24		Zakotnik et al		hMPXV-1	B.1	13.0	609.0	0.0	good	good	good	good	good		False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	
ON959173	ON959173	ON959173.1	MPXV/Germany/2022/RKI159	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649720	ON649720	ON649720.1	Monkeypox/PT0024/2022	2022-05-19	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON838940	ON838940	ON838940.1	4061	2022-05-20	Europe	Spain	Madrid		Homo sapiens	2022-06-24	SRR19793483, SRR19793482	de la Hoz-Sanchez et al		hMPXV-1	B.1	138.0	604.0	0.0	good	good	good	good	good		False	de la Hoz-Sanchez,B., Lopez-Ortiz,M., Gutierrez-Arroyo,A., Roces-Alvarez,P., Lazaro-Peona,F., Dahdouh,E., Bloise,I., Garcia-Rodriguez,J., Mingorance,J.	
ON755231	ON755231	ON755231.1	MPXV/Germany/2022/RKI013	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	80.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959177	ON959177	ON959177.1	MPXV/Germany/2022/RKI164	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	610.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON755232	ON755232	ON755232.1	MPXV/Germany/2022/RKI026	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	132.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON983160	ON983160	ON983160.1	MpxV/human/CAN/UN-NML-3393/2022	2022-06-03	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		hMPXV-1	B.1	0.0	610.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	
ON983162	ON983162	ON983162.1	MpxV/human/CAN/UN-NML-3531/2022	2022-06-03	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	
ON843164	ON843164	ON843164.1	Monkeypox/PT0037/2022	2022-05-18	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	5220.0	590.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON843165	ON843165	ON843165.1	Monkeypox/PT0033/2022	2022-05-24	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	151.0	606.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON843166	ON843166	ON843166.1	Monkeypox/PT0038/2022	2022-05-24	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	138.0	607.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON622713	ON622713	ON622713.1	MPX/UZ_REGA_2/Belgium/2022	2022-05-22	Europe	Belgium			Homo sapiens	2022-05-27		Wawina-Bokalanga et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Wawina-Bokalanga,T., Vanmechelen,B., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Bloemen,M., Maes,P.	Microbiology, Immunology & Transplantation, KU Leuven, Rega Institute, Belgium
ON983166	ON983166	ON983166.1	MpxV/human/CAN/UN-NML-3702/2022	2022-06-15	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	
ON843167	ON843167	ON843167.1	Monkeypox/PT0036/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	189.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON983168	ON983168	ON983168.1	MPxV/Prague_001/2022/flye_medaka	2022-04-28	Europe	Czech Republic			Homo sapiens	2022-07-14		Chmel et al		hMPXV-1	B.1	0.0	595.0	0.0	good	good	good	good	good	OPG104:61-134	False	Chmel,M., Pajer,P., Nagy,A., Zlamal,M., Jirincova,H., Dresler,J., Bartos,O.	
ON676707	ON676707	ON676707.1	MPXV_USA_2021_TX	2021-07-XX	North America	USA	Texas		Homo sapiens	2022-06-03		Gigante et al		hMPXV-1	A.2	0.0	578.0	0.0	good	good	good	good	good	OPG174:290-347	False	Gigante,C.M., Stringer,J., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Schulte,J., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
ON675438	ON675438	ON675438.1	MPXV_USA_2022_VA001	2022-05-XX	North America	USA	Virginia		Homo sapiens	2022-06-03		Gigante et al		hMPXV-1	A.2	5.0	581.0	5.0	good	good	good	good	good	OPG174:290-347,OPG204:292-352	False	Gigante,C.M., Griffin-Thomas,L.A., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Crain,J., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
ON674051	ON674051	ON674051.1	MPXV_USA_2022_FL001	2022-05-XX	North America	USA	Florida		Homo sapiens	2022-06-03		Gigante et al		hMPXV-1	A.2	5.0	576.0	0.0	good	good	good	good	good	OPG174:290-347	False	Gigante,C.M., Lee,P., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Mendoza,R., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
ON676708	ON676708	ON676708.1	MPXV_USA_2021_MD	2021-11-XX	North America	USA	Maryland		Homo sapiens	2022-06-03		Gigante et al		hMPXV-1	A.1.1	7.0	597.0	0.0	good	good	good	good	good		False	Gigante,C.M., Myers,R., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
